domain,category,other_category,company_size,email_provider,website,confidence
medialaunchuk.com,Marketing and Advertising,,1 to 5,No,much_info,95
succeedsmarter.co,Professional Services,,1 to 5,No,much_info,95
lsports.eu,Technology and Software Development,,50 to 100,No,much_info,95
pendragon.com,Other,Coming Soon Page,solo,No,no_info,95
gantuning.de,E-commerce and Retail,,1 to 5,No,much_info,95
pdacomposites.co.uk,Manufacturing and Industrial,,5 to 20,No,unreachable,75
starlingelevate.com,Technology and Software Development,,50 to 100,No,much_info,95
themccorp.com,Financial Service,,5 to 20,No,much_info,95
br-dge.to,Technology and Software Development,,50 to 100,No,much_info,95
loopdl.co.uk,Technology and Software Development,,1 to 5,No,little_info,60
naldrett.com,Other,Personal Website,solo,No,little_info,75
britsystem.com,Technology and Software Development,,1 to 5,No,no_info,10
emeraldeliterealty.com,Real Estate and Property Management,,solo,No,little_info,80
homewatchit.com,Technology and Software Development,,1 to 5,No,much_info,95
lincoln-hope.com,Healthcare,,1 to 5,No,unreachable,95
pbcx.co.za,Other,Web Hosting Provider,solo,No,no_info,100
shifton.com,Technology and Software Development,,50 to 100,No,much_info,95
betmaster.com,Other,Online Gambling/Betting,50 to 100,No,much_info,95
ggaconnect.ie,Healthcare,,5 to 20,No,much_info,95
morynnetwork.com,Professional Services,,50 to 100,No,much_info,95
academyee.vic.edu.au,Education and e-learning,,50 to 100,No,little_info,75
thecircledgame.com,Other,Domain Parking,solo,No,no_info,95
yehcleaning.com,Professional Services,Cleaning Services,1 to 5,No,unreachable,60
orderonline.id,Technology and Software Development,,1 to 5,No,much_info,95
ecca-org.eu,Other,Agriculture/Crop Protection Association,1 to 5,No,much_info,95
safetrade.one,Financial Service,,1 to 5,No,unreachable,70
lightman.ai,Technology and Software Development,,5 to 20,No,unreachable,60
clustersales.com,Professional Services,,50 to 100,No,much_info,95
pytheasenergy.com,Manufacturing and Industrial,Oil and Gas Technology,5 to 20,No,much_info,95
packageuk.com,Other,,solo,No,no_info,60
whiterocktt.com,Real Estate and Property Management,,5 to 20,No,much_info,95
morkiemarketing.com,Marketing and Advertising,,1 to 5,No,much_info,95
1977.pt,Technology and Software Development,,1 to 5,No,unreachable,40
hustlehawks.com,Education and e-learning,,1 to 5,No,much_info,95
oliver.app,Technology and Software Development,,50 to 100,No,much_info,95
getreskilled.com,Education and e-learning,,20 to 50,No,unreachable,75
tenaz.co.za,Healthcare,,1 to 5,No,much_info,95
uprealltyllc.com,Professional Services,,1 to 5,No,unreachable,60
pulse-tech.info,Technology and Software Development,,solo,No,little_info,55
kmc.solutions,Professional Services,,500+,No,much_info,95
veslsim.com,Technology and Software Development,,5 to 20,No,much_info,95
app-central.com,Technology and Software Development,,50 to 100,No,much_info,95
stripe.com,Financial Service,,500+,No,much_info,100
koyalabs.ai,Technology and Software Development,,1 to 5,No,much_info,95
thefinestcarrier.com,Logistics and Transportation,,5 to 20,No,much_info,95
caystard.group,Technology and Software Development,,200 to 500,No,much_info,95
renuva.co,Technology and Software Development,,solo,No,unreachable,10
thegentlemen.io,Technology and Software Development,,1 to 5,No,unreachable,20
cryptolab.net,Technology and Software Development,,1 to 5,No,no_info,45
pt.lu,Technology and Software Development,,1 to 5,No,unreachable,0
loanhound.co,Financial Service,,1 to 5,No,unreachable,50
metcast.com,Manufacturing and Industrial,,5 to 20,No,much_info,95
kylas.io,Technology and Software Development,,50 to 100,No,much_info,95
greenrushenergy.com,Manufacturing and Industrial,,50 to 100,No,much_info,95
meroka.com,Professional Services,,20 to 50,No,much_info,95
zeroe.io,Technology and Software Development,,50 to 100,No,much_info,95
thesandbox.com.au,Professional Services,Media Production and Post-Production,5 to 20,No,much_info,95
trends.nz,E-commerce and Retail,,50 to 100,No,much_info,95
tincan.kids,E-commerce and Retail,,1 to 5,No,much_info,95
engagingnetworks.net,Technology and Software Development,Non-profit Software,50 to 100,No,much_info,95
yacht-hq.com,Professional Services,Yacht Management and Marine Services,5 to 20,No,much_info,95
bornndigital.com,Technology and Software Development,,1 to 5,No,unreachable,70
ibanera.com,Financial Service,,5 to 20,No,little_info,70
stirlinghelicopters.com.au,Logistics and Transportation,,20 to 50,No,much_info,95
vexion.ai,Technology and Software Development,,1 to 5,No,unreachable,50
charleslaw-firm.com,Professional Services,Pet Services,solo,No,no_info,80
choice-wealth.com,Financial Service,,1 to 5,No,much_info,95
classatruckin.com,Logistics and Transportation,,solo,No,unreachable,70
genexdesigns.com,E-commerce and Retail,,1 to 5,No,much_info,95
pillaconsulting.com,Professional Services,,1 to 5,No,unreachable,95
dartholdingsinc.com,Other,Holding Company/Investment,1 to 5,No,unreachable,30
only4you.agency,Marketing and Advertising,,1 to 5,No,much_info,95
retaileco.co.uk,E-commerce and Retail,,1 to 5,No,unreachable,60
rhouseindustries.com,E-commerce and Retail,,5 to 20,No,much_info,95
iconsofrealestate.com,Marketing and Advertising,,5 to 20,No,much_info,95
invantive.eu,Technology and Software Development,,50 to 100,No,little_info,60
vanillafair.com,Manufacturing and Industrial,,5 to 20,No,much_info,95
callverta.com,Technology and Software Development,,1 to 5,No,little_info,60
e.mail.de,Technology and Software Development,,50 to 100,Yes,much_info,95
groa.online,Professional Services,Personal Growth and Development,1 to 5,No,much_info,95
radixweb.in,Technology and Software Development,,50 to 100,No,unreachable,30
barrett.eu.com,Technology and Software Development,,solo,No,no_info,95
russell-ruffino.com,Professional Services,,1 to 5,No,much_info,95
centurioncorp.com.sg,Real Estate and Property Management,,500+,No,much_info,95
palmer-brown.com,Professional Services,,1 to 5,No,unreachable,10
toboldlygo.ltd,Technology and Software Development,,1 to 5,No,unreachable,50
alanfitz.com,Technology and Software Development,,solo,No,no_info,75
ginsudo.com,Technology and Software Development,,solo,No,little_info,50
mainimport.eu,Logistics and Transportation,,5 to 20,No,much_info,95
agdlc.fr,Professional Services,,1 to 5,No,unreachable,50
flycity.sa,Other,Web Development Issues,20 to 50,No,unreachable,60
hafez.me,Technology and Software Development,,solo,No,no_info,50
mailtb.com,Technology and Software Development,,1 to 5,No,unreachable,40
studionoir.com.au,Marketing and Advertising,,1 to 5,No,much_info,95
xonboard.io,Technology and Software Development,,5 to 20,No,much_info,95
troopers.com.my,Professional Services,,50 to 100,No,much_info,95
ozay.net.tr,Technology and Software Development,,5 to 20,No,much_info,95
alruya.edu.kw,Education and e-learning,,50 to 100,No,unreachable,95
marketinsights-int.com,Professional Services,,20 to 50,No,much_info,95
greenmadame.nl,E-commerce and Retail,,1 to 5,No,much_info,95
halosurance.com,Financial Service,,1 to 5,No,unreachable,75
dendorian.eu,Professional Services,,1 to 5,No,much_info,95
withutraining.com,Education and e-learning,,5 to 20,No,much_info,95
hamzasohail.com,Technology and Software Development,,solo,No,much_info,95
lifecarebillingsolutions.com,Healthcare,,5 to 20,No,much_info,95
useinflow.com,Technology and Software Development,,5 to 20,No,unreachable,95
hansworld.com,Technology and Software Development,,1 to 5,No,unreachable,50
suvitt.com,Technology and Software Development,,1 to 5,No,unreachable,60
closecall.ai,Technology and Software Development,,5 to 20,No,much_info,95
firepropertygroup.com,Real Estate and Property Management,,5 to 20,No,much_info,95
resourcestack.com,Technology and Software Development,,200 to 500,No,much_info,95
hrk-media.com,Marketing and Advertising,,5 to 20,No,unreachable,40
paydmedia.com,Marketing and Advertising,,5 to 20,No,much_info,95
aurainnovative.com,Other,,1 to 5,No,no_info,50
indiahauls.com,E-commerce and Retail,,1 to 5,No,much_info,95
luminai.com,Technology and Software Development,,20 to 50,No,much_info,95
ibroadsolutions.com,Technology and Software Development,,50 to 100,No,much_info,95
hvmcbusiness.com,Professional Services,,1 to 5,No,little_info,75
veloxlegal.com,Professional Services,Pet Services,5 to 20,No,much_info,95
b2ptechsol.de,Technology and Software Development,,20 to 50,No,much_info,95
alliancefamilytransportation.com,Logistics and Transportation,,1 to 5,No,little_info,70
icsukltd.co.uk,Professional Services,,1 to 5,No,little_info,60
gmx.com,Technology and Software Development,,500+,Yes,much_info,100
australandagri.com.au,E-commerce and Retail,,5 to 20,No,much_info,95
gulfofficial.com,Financial Service,,20 to 50,No,much_info,95
clickadilla.com,Marketing and Advertising,,50 to 100,No,much_info,95
justtrademarkets.com,Financial Service,,20 to 50,No,much_info,95
femmephysique.ca,Healthcare,,solo,No,little_info,60
hsavega.com,Technology and Software Development,,1 to 5,No,unreachable,50
togostores.com,E-commerce and Retail,,50 to 100,No,much_info,95
unitednationallogistics.com,Logistics and Transportation,,50 to 100,No,unreachable,55
v-lionslogisticsllc.com,Logistics and Transportation,,1 to 5,No,unreachable,55
minduls.com,Technology and Software Development,,1 to 5,No,unreachable,50
wearehackerone.com,Technology and Software Development,,500+,No,much_info,95
360-supports.com,Marketing and Advertising,,50 to 100,No,much_info,95
72pips.com,Financial Service,,1 to 5,No,much_info,95
accessiblehealth.io,Healthcare,,1 to 5,No,unreachable,95
aeo.vc,Marketing and Advertising,,1 to 5,No,much_info,95
aeroleads.com,Technology and Software Development,,50 to 100,No,much_info,95
airchannel.ai,Technology and Software Development,,5 to 20,No,much_info,95
alptee.com,Technology and Software Development,,1 to 5,No,unreachable,50
audioateliers.com,Professional Services,Audio Solutions and Engineering,1 to 5,No,much_info,95
bamboocenter.us,Other,,solo,No,unreachable,0
beanstreasure.com,E-commerce and Retail,,1 to 5,No,little_info,75
benjaminhere.sg,Marketing and Advertising,,solo,No,much_info,95
cartenova.co,Marketing and Advertising,,5 to 20,No,much_info,95
christophershen.com,Professional Services,,solo,No,unreachable,80
coletterhodes.com,E-commerce and Retail,Author / Book Sales,solo,No,much_info,95
commonspace.se,Professional Services,,5 to 20,No,unreachable,70
crownvoyages.com,Logistics and Transportation,Travel Agency,5 to 20,No,much_info,95
curieous.com,Marketing and Advertising,,1 to 5,No,much_info,95
curriesandvaruvals.com.au,E-commerce and Retail,,1 to 5,No,much_info,95
daapinc.com,Technology and Software Development,,1 to 5,No,little_info,70
dailygads.com,Marketing and Advertising,,1 to 5,No,unreachable,40
dalimech.com,Manufacturing and Industrial,,5 to 20,No,unreachable,50
digitalmorrning.com,Technology and Software Development,,1 to 5,No,much_info,95
dogood.energy,Professional Services,,1 to 5,No,much_info,95
dxbpremierproperties.com,Real Estate and Property Management,,1 to 5,No,much_info,95
echosetter-support.com,Technology and Software Development,,1 to 5,No,little_info,70
eleviadigital.com,Technology and Software Development,,5 to 20,No,unreachable,70
eliteelevatorsandescalators.com,Manufacturing and Industrial,,5 to 20,No,much_info,95
encoders.com.pk,Technology and Software Development,,50 to 100,No,much_info,95
garaj.com.au,Technology and Software Development,,5 to 20,No,much_info,95
generative.fyi,Technology and Software Development,,1 to 5,No,unreachable,50
goloka.io,Technology and Software Development,,1 to 5,No,little_info,70
goosecreative.co,Marketing and Advertising,,5 to 20,No,much_info,95
goterrestrial.com,Logistics and Transportation,,5 to 20,No,much_info,95
harringtons.hk,Other,Investment Firm,20 to 50,No,unreachable,50
hashmedia.agency,Marketing and Advertising,,5 to 20,No,much_info,95
houseofmicka.com,Other,Personal Website,solo,No,little_info,70
iqomart.com,Other,,solo,No,unreachable,95
josephharper.com.au,Professional Services,Motion Design and 3D Artistry,solo,No,much_info,95
justinavysniauskaite.com,Professional Services,,solo,No,no_info,10
karnak.co,Professional Services,Luxury Travel Services,1 to 5,No,much_info,95
kimber.ie,Other,Clothing Retail,solo,No,no_info,50
kinnara.asia,Technology and Software Development,,1 to 5,No,unreachable,0
ktarsys.io,Logistics and Transportation,,1 to 5,No,much_info,95
leadplay.io,Marketing and Advertising,,5 to 20,No,much_info,95
learnmusicwithshaun.com,Education and e-learning,,solo,No,much_info,95
lostoutdoors.com.au,E-commerce and Retail,,1 to 5,No,little_info,60
melosazemi.com,Education and e-learning,,solo,No,little_info,75
miiconstruction.com.au,Professional Services,,5 to 20,No,much_info,95
neurodiversityninjas.com,Healthcare,,1 to 5,No,much_info,95
newdoc.com.au,Healthcare,,5 to 20,No,much_info,95
nextedgedigital.com,Marketing and Advertising,,5 to 20,No,much_info,95
nibsy.app,Technology and Software Development,,1 to 5,No,much_info,95
pandamart.shop,E-commerce and Retail,,1 to 5,No,little_info,75
pranipathandicrafts.com,E-commerce and Retail,,solo,No,no_info,45
printvideoweb.com.au,Marketing and Advertising,,1 to 5,No,much_info,95
rubystrategic.co,Technology and Software Development,,5 to 20,No,much_info,95
slicepro.co.uk,E-commerce and Retail,,solo,No,little_info,60
summersoftsolutions.com,Technology and Software Development,,1 to 5,No,much_info,95
thefeelgoodsociety.com.au,Healthcare,Beauty and Wellness,solo,No,much_info,95
thegoodbookkeeper.nz,Professional Services,,solo,No,much_info,95
think404.com,Marketing and Advertising,,1 to 5,No,much_info,95
trambolin.co,Marketing and Advertising,,5 to 20,No,much_info,95
triomedia.io,Marketing and Advertising,,20 to 50,No,much_info,95
umamikiss.com,E-commerce and Retail,Restaurant and Bar,5 to 20,No,much_info,95
vcworldsummit.com,Financial Service,,5 to 20,No,much_info,95
velpstaffingsolutions.com,Professional Services,,1 to 5,No,much_info,95
zippamarketing.xyz,Marketing and Advertising,,solo,No,unreachable,60
helleo.slmail.me,Technology and Software Development,,solo,Yes,unreachable,50
99medias.com,Marketing and Advertising,,50 to 100,No,much_info,95
cicworkshop.com,E-commerce and Retail,,1 to 5,No,much_info,95
thrivequest.ai,Education and e-learning,,1 to 5,No,much_info,95
voidattech.com,Technology and Software Development,,1 to 5,No,unreachable,45
zelinablog.com,Other,Personal Blog,solo,No,unreachable,95
clickk.io,Financial Service,Cryptocurrency Exchange,5 to 20,No,much_info,95
starkware.co,Technology and Software Development,,200 to 500,No,much_info,95
itv.com,Other,Entertainment,500+,No,much_info,95
ecowattpanels.com,Manufacturing and Industrial,,1 to 5,No,unreachable,40
fadoni.tech,Technology and Software Development,,1 to 5,No,much_info,95
castilloadvisors.net,Professional Services,,1 to 5,No,unreachable,75
college-bridge.org,Education and e-learning,Non-profit,1 to 5,No,much_info,95
getdayjob.ai,Logistics and Transportation,,5 to 20,No,much_info,95
directstack.com,Technology and Software Development,,5 to 20,No,unreachable,45
plusspay.com,Financial Service,,1 to 5,No,much_info,95
