domain,country,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
ggaconnect.ie,Ireland,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
morynnetwork.com,India,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
academyee.vic.edu.au,Australia,Education and e-learning,50 to 100,No,75,N/A,little_info,reachable,200
thecircledgame.com,United States,Other,solo,No,95,Domain Parking,no_info,reachable,200
yehcleaning.com,United States,Professional Services,1 to 5,No,60,Cleaning Services,unreachable,unreachable,404
orderonline.id,Indonesia,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
ecca-org.eu,Italy,Other,1 to 5,No,95,Agriculture/Crop Protection Association,much_info,reachable,200
safetrade.one,Uzbekistan,Financial Service,1 to 5,No,70,N/A,unreachable,unreachable,SSL Error
lightman.ai,United States,Technology and Software Development,5 to 20,No,60,N/A,unreachable,unreachable,403
clustersales.com,Egypt,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
pytheasenergy.com,United States,Manufacturing and Industrial,5 to 20,No,95,Oil and Gas Technology,much_info,reachable,200
packageuk.com,United Kingdom,Other,solo,No,60,N/A,no_info,reachable,200
whiterocktt.com,Trinidad And Tobago,Real Estate and Property Management,5 to 20,No,95,N/A,much_info,reachable,200
morkiemarketing.com,United States,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
1977.pt,Portugal,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
hustlehawks.com,United States,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
oliver.app,Canada,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
getreskilled.com,Ireland,Education and e-learning,20 to 50,No,75,N/A,unreachable,unreachable,403
tenaz.co.za,South Africa,Healthcare,1 to 5,No,95,N/A,much_info,reachable,200
uprealltyllc.com,United States,Professional Services,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
pulse-tech.info,United States,Technology and Software Development,solo,No,55,N/A,little_info,reachable,200
kmc.solutions,Philippines,Professional Services,500+,No,95,N/A,much_info,reachable,200
veslsim.com,,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
app-central.com,Israel,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
stripe.com,Mexico,Financial Service,500+,No,100,N/A,much_info,reachable,200
koyalabs.ai,Switzerland,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
thefinestcarrier.com,United States,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
caystard.group,Uganda,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
renuva.co,Turkey,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Connection Error
thegentlemen.io,United States,Technology and Software Development,1 to 5,No,20,N/A,unreachable,unreachable,Connection Error
cryptolab.net,South Africa,Technology and Software Development,1 to 5,No,45,N/A,no_info,reachable,200
pt.lu,,Technology and Software Development,1 to 5,No,0,N/A,unreachable,unreachable,Connection Error
loanhound.co,United States,Financial Service,1 to 5,No,50,N/A,unreachable,unreachable,SSL Error
metcast.com,New Zealand,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
kylas.io,India,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
greenrushenergy.com,Australia,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
meroka.com,Philippines,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
zeroe.io,United Arab Emirates,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
thesandbox.com.au,Australia,Professional Services,5 to 20,No,95,Media Production and Post-Production,much_info,reachable,200
trends.nz,New Zealand,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
tincan.kids,Canada,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
engagingnetworks.net,United Kingdom,Technology and Software Development,50 to 100,No,95,Non-profit Software,much_info,reachable,200
yacht-hq.com,United States,Professional Services,5 to 20,No,95,Yacht Management and Marine Services,much_info,reachable,200
bornndigital.com,Thailand,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,404
ibanera.com,United States,Financial Service,5 to 20,No,70,N/A,little_info,reachable,200
stirlinghelicopters.com.au,Australia,Logistics and Transportation,20 to 50,No,95,N/A,much_info,reachable,200
vexion.ai,Australia,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,404
charleslaw-firm.com,United States,Professional Services,solo,No,80,Legal Services,no_info,reachable,200
choice-wealth.com,United States,Financial Service,1 to 5,No,95,N/A,much_info,reachable,200
classatruckin.com,United States,Logistics and Transportation,solo,No,70,N/A,unreachable,unreachable,404
genexdesigns.com,Australia,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
pillaconsulting.com,United States,Professional Services,1 to 5,No,95,N/A,unreachable,unreachable,404
dartholdingsinc.com,United States,Other,1 to 5,No,30,Holding Company/Investment Firm,unreachable,unreachable,Connection Error
only4you.agency,France,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
retaileco.co.uk,Morocco,E-commerce and Retail,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
rhouseindustries.com,,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
iconsofrealestate.com,Spain,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
invantive.eu,Netherlands,Technology and Software Development,50 to 100,No,60,N/A,little_info,reachable,200
vanillafair.com,Reunion,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
callverta.com,Uzbekistan,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
e.mail.de,Germany,Technology and Software Development,50 to 100,Yes,95,N/A,much_info,reachable,200
groa.online,Spain,Professional Services,1 to 5,No,95,Personal Growth and Development,much_info,reachable,200
radixweb.in,India,Technology and Software Development,50 to 100,No,30,N/A,unreachable,unreachable,404
barrett.eu.com,United Kingdom,Technology and Software Development,solo,No,95,N/A,no_info,reachable,200
russell-ruffino.com,Spain,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
centurioncorp.com.sg,Croatia,Real Estate and Property Management,500+,No,95,N/A,much_info,reachable,200
palmer-brown.com,Australia,Professional Services,1 to 5,No,10,N/A,unreachable,unreachable,404
toboldlygo.ltd,Singapore,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
alanfitz.com,Ireland,Technology and Software Development,solo,No,75,N/A,no_info,reachable,200
ginsudo.com,United States,Technology and Software Development,solo,No,50,N/A,little_info,reachable,200
mainimport.eu,United States,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
agdlc.fr,France,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
flycity.sa,Bangladesh,Other,20 to 50,No,60,Real Estate Development,unreachable,unreachable,Exceeded 30 redirects.
hafez.me,United States,Technology and Software Development,solo,No,50,N/A,no_info,reachable,200
mailtb.com,United States,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
studionoir.com.au,India,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
xonboard.io,Lebanon,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
troopers.com.my,Malaysia,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
ozay.net.tr,Turkey,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
alruya.edu.kw,Kuwait,Education and e-learning,50 to 100,No,95,N/A,unreachable,unreachable,403
marketinsights-int.com,Malaysia,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
greenmadame.nl,Netherlands,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
halosurance.com,United States,Financial Service,1 to 5,No,75,N/A,unreachable,unreachable,404
dendorian.eu,"Iran, Islamic Republic Of",Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
withutraining.com,Pakistan,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
hamzasohail.com,United States,Technology and Software Development,solo,No,95,N/A,much_info,reachable,200
lifecarebillingsolutions.com,Pakistan,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
useinflow.com,France,Technology and Software Development,5 to 20,No,95,N/A,unreachable,unreachable,403
hansworld.com,,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Timeout
suvitt.com,India,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
closecall.ai,Australia,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
firepropertygroup.com,Australia,Real Estate and Property Management,5 to 20,No,95,N/A,much_info,reachable,200
resourcestack.com,United States,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
hrk-media.com,Norway,Marketing and Advertising,5 to 20,No,40,N/A,unreachable,unreachable,409
paydmedia.com,Spain,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
aurainnovative.com,United States,Other,1 to 5,No,50,N/A,no_info,reachable,200
indiahauls.com,United States,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
luminai.com,India,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
ibroadsolutions.com,Malaysia,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
hvmcbusiness.com,Philippines,Professional Services,1 to 5,No,75,N/A,little_info,reachable,200
veloxlegal.com,Sri Lanka,Professional Services,5 to 20,No,95,Legal Services,much_info,reachable,200
b2ptechsol.de,Pakistan,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
alliancefamilytransportation.com,United States,Logistics and Transportation,1 to 5,No,70,N/A,little_info,reachable,200
icsukltd.co.uk,United Arab Emirates,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
gmx.com,United States,Technology and Software Development,500+,Yes,100,N/A,much_info,reachable,200
australandagri.com.au,Australia,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
gulfofficial.com,Lebanon,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
clickadilla.com,Thailand,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
justtrademarkets.com,India,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
femmephysique.ca,Canada,Healthcare,solo,No,60,N/A,little_info,reachable,200
hsavega.com,United Kingdom,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
togostores.com,Puerto Rico,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
unitednationallogistics.com,United States,Logistics and Transportation,50 to 100,No,55,N/A,unreachable,unreachable,Connection Error
v-lionslogisticsllc.com,United States,Logistics and Transportation,1 to 5,No,55,N/A,unreachable,unreachable,Connection Error
minduls.com,United States,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
wearehackerone.com,United States,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
360-supports.com,Bangladesh,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
72pips.com,India,Financial Service,1 to 5,No,95,N/A,much_info,reachable,200
accessiblehealth.io,Australia,Healthcare,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
aeo.vc,India,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
aeroleads.com,India,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
airchannel.ai,Nepal,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
alptee.com,Italy,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,402
audioateliers.com,Mexico,Professional Services,1 to 5,No,95,Audio Production and Engineering,much_info,reachable,200
bamboocenter.us,United States,Other,solo,No,0,N/A,unreachable,unreachable,403
beanstreasure.com,Slovenia,E-commerce and Retail,1 to 5,No,75,N/A,little_info,reachable,200
benjaminhere.sg,Singapore,Marketing and Advertising,solo,No,95,N/A,much_info,reachable,200
cartenova.co,Pakistan,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
christophershen.com,United States,Professional Services,solo,No,80,N/A,unreachable,unreachable,404
coletterhodes.com,New Zealand,E-commerce and Retail,solo,No,95,Author / Book Sales,much_info,reachable,200
commonspace.se,Sweden,Professional Services,5 to 20,No,70,N/A,unreachable,unreachable,404
crownvoyages.com,Maldives,Logistics and Transportation,5 to 20,No,95,Travel Agency,much_info,reachable,200
curieous.com,Viet Nam,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
curriesandvaruvals.com.au,Australia,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
daapinc.com,United States,Technology and Software Development,1 to 5,No,70,N/A,little_info,reachable,200
dailygads.com,Pakistan,Marketing and Advertising,1 to 5,No,40,N/A,unreachable,unreachable,404
dalimech.com,Philippines,Manufacturing and Industrial,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
digitalmorrning.com,India,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
dogood.energy,United States,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
dxbpremierproperties.com,United Arab Emirates,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
echosetter-support.com,United States,Technology and Software Development,1 to 5,No,70,N/A,little_info,reachable,200
eleviadigital.com,Indonesia,Technology and Software Development,5 to 20,No,70,N/A,unreachable,unreachable,SSL Error
eliteelevatorsandescalators.com,Nigeria,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
encoders.com.pk,Pakistan,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
garaj.com.au,Australia,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
generative.fyi,United States,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
goloka.io,Nigeria,Technology and Software Development,1 to 5,No,70,N/A,little_info,reachable,200
goosecreative.co,Pakistan,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
goterrestrial.com,Thailand,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
harringtons.hk,Thailand,Other,20 to 50,No,50,Investment Firm,unreachable,unreachable,Timeout
