country,domain,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
Greece,cityu.gr,Education and e-learning,50 to 100,No,95,N/A,much_info,reachable,200
United States,freedrops.org,Other,1 to 5,No,60,Non-profit/Charity,unreachable,unreachable,Connection Error
United States,scorebog.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Australia,mogardeer.catholic.edu.au,Education and e-learning,500+,No,60,N/A,unreachable,unreachable,404
Philippines,walligo.com,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,Connection Error
United Kingdom,mallowsbeauty.co.uk,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
India,priminox.com,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
France,darewise.com,Technology and Software Development,50 to 100,No,95,N/A,unreachable,unreachable,Timeout
United States,voledia.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
China,fjdynamics.com,Manufacturing and Industrial,200 to 500,No,95,N/A,much_info,reachable,200
United States,mcuma.com,Other,500+,No,50,Credit Union,unreachable,unreachable,Connection Error
Singapore,verbosity.mozmail.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
United States,xydensolutions.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
India,seqerc.com,Technology and Software Development,50 to 100,No,80,N/A,unreachable,unreachable,Connection Error
Denmark,seramarketing.dk,Marketing and Advertising,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
Australia,bmwfinance.com.au,Financial Service,500+,No,95,N/A,much_info,reachable,200
Canada,colemanclinic.ca,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
Bangladesh,riazmsas.com,Professional Services,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
United States,reelmoneys.com,Financial Service,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United States,dmwplc.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
India,letterhaven.net,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
India,therentalhive.com,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
Indonesia,deligy.com,Technology and Software Development,1 to 5,No,20,N/A,unreachable,unreachable,Connection Error
United States,autoxugiare.com,E-commerce and Retail,1 to 5,No,95,Social Media Services & Digital Goods,much_info,reachable,200
Poland,smartdesign-expo.com,Professional Services,5 to 20,No,95,Exhibition and Event Services,much_info,reachable,200
United States,glaslack.com,Manufacturing and Industrial,20 to 50,No,50,N/A,unreachable,unreachable,Connection Error
United States,ohrec.com,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
Bangladesh,avidmax.net,E-commerce and Retail,5 to 20,No,75,N/A,unreachable,unreachable,Connection Error
United States,solarapayments.com,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
Nigeria,mtedev.com.ng,Technology and Software Development,solo,No,95,N/A,much_info,reachable,200
United States,umich.edu,Education and e-learning,500+,No,100,N/A,much_info,unreachable,403
Russian Federation,dub-mc.com,Professional Services,5 to 20,No,95,Business Consulting and Company Formation in UAE,much_info,reachable,200
Bangladesh,bauscn.com,Technology and Software Development,50 to 100,No,75,N/A,unreachable,unreachable,Connection Error
Mexico,lorenttino.onmicrosoft.com,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
France,minerva-groupe.com,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
United States,smithfreelancing.com,Technology and Software Development,solo,No,95,N/A,much_info,reachable,200
Pakistan,thegulfprime.com,Professional Services,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
South Africa,evites.co.za,E-commerce and Retail,1 to 5,No,95,N/A,unreachable,unreachable,404
Morocco,emailbox.click,Technology and Software Development,solo,No,95,N/A,unreachable,unreachable,Connection Error
Bangladesh,boxmach.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,lyzla.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
India,eplanetsoft.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,showreadycorp.com,Professional Services,5 to 20,No,95,Event Production and AV Services,much_info,reachable,200
India,mimimail.me,Technology and Software Development,1 to 5,No,30,N/A,unreachable,unreachable,403
New Zealand,jdn19.com,Other,solo,No,40,N/A,little_info,reachable,200
United States,pebtech.net,Technology and Software Development,solo,No,50,N/A,no_info,reachable,200
Canada,1healthsources.com,Healthcare,500+,No,75,N/A,unreachable,unreachable,Connection Error
Poland,syorb.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Philippines,allsetthealth.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
Switzerland,expandia.ch,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
United States,topfloormarketing.net,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
India,floodouts.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United Kingdom,naobk.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,joannaongyoga.com,Other,solo,No,95,"Health, Wellness, and Fitness",much_info,reachable,200
India,astrafitnessindia.com,Other,1 to 5,No,65,Health and Fitness,little_info,reachable,200
India,abhiimpex.com,Manufacturing and Industrial,1 to 5,No,95,N/A,much_info,reachable,200
United Kingdom,globalyachts.co.uk,Professional Services,1 to 5,No,95,Yacht Brokerage and Sales,much_info,reachable,200
Malaysia,andinews.com,Technology and Software Development,50 to 100,No,40,N/A,unreachable,unreachable,Connection Error
United States,autophonix.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,student.manchester.ac.uk,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,Connection Error
India,autossance.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
Turkey,neostellar.net,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Timeout
Saudi Arabia,khawarizm.sa,Technology and Software Development,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
United Arab Emirates,emirateswetwipes-fzco.com,Manufacturing and Industrial,50 to 100,No,75,N/A,unreachable,unreachable,Connection Error
United States,yanemail.com,Technology and Software Development,solo,Yes,95,N/A,unreachable,unreachable,Connection Error
"Iran, Islamic Republic Of",mbc.ee,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,525
Brazil,bgschools.k12.mo.us,Education and e-learning,200 to 500,No,95,N/A,much_info,reachable,200
Australia,theitalianspot.store,E-commerce and Retail,solo,No,50,N/A,no_info,reachable,200
United States,sdsu.edu,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
Australia,wrapcws.com.au,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
United States,shost.info,Technology and Software Development,solo,No,20,N/A,unreachable,unreachable,Connection Error
United States,cazlv.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
India,helpoverseas.com,Professional Services,5 to 20,No,95,Immigration Services,much_info,reachable,200
"Iran, Islamic Republic Of",fastsearcher.com,Technology and Software Development,1 to 5,Yes,75,N/A,little_info,reachable,200
United States,nd.edu,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
India,mvsse.io,Financial Service,1 to 5,No,95,N/A,much_info,reachable,200
India,clickinpedia.com,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
Pakistan,sufixtech.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
Saudi Arabia,moj.gov.sa,Professional Services,500+,No,95,Legal Services,much_info,reachable,200
United States,lewou.com,Other,solo,No,95,N/A,unreachable,unreachable,Connection Error
United States,dayrep.com,Technology and Software Development,solo,Yes,95,N/A,much_info,reachable,200
Philippines,gosuperva.com,Professional Services,1 to 5,No,95,Virtual Assistant Services,much_info,reachable,200
United States,mailsbay.com,Technology and Software Development,20 to 50,No,50,N/A,unreachable,unreachable,Connection Error
United States,adambra.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
Philippines,amlakint.com,Financial Service,200 to 500,No,95,N/A,much_info,reachable,200
United States,joonto.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,kagami.co,Technology and Software Development,solo,No,50,N/A,little_info,reachable,200
United States,ridecentric.com,Logistics and Transportation,1 to 5,No,70,N/A,little_info,reachable,200
Nigeria,abatido.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
Pakistan,brainymate.ca,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
United States,robbershomeimprovementllc.com,Other,1 to 5,No,60,Home Improvement Services,unreachable,unreachable,Connection Error
United States,replyloop.com,Marketing and Advertising,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
India,amati.in,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
India,pieinfosystems.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Brazil,deltaultrassons.onmicrosoft.com,Manufacturing and Industrial,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
,adamangst.com,Technology and Software Development,solo,No,60,N/A,no_info,reachable,200
Pakistan,remap.ai,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Canada,verum.email,Technology and Software Development,1 to 5,Yes,95,N/A,much_info,reachable,200
United States,datingel.com,Technology and Software Development,solo,No,95,N/A,unreachable,unreachable,Connection Error
United States,hthlm.com,Technology and Software Development,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
United Kingdom,xmartialarts.co.uk,Education and e-learning,50 to 100,No,95,N/A,much_info,reachable,200
India,integrately.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Croatia,cfg-host.eu,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
United States,boe.mono.k12.wv.us,Education and e-learning,20 to 50,No,60,N/A,little_info,reachable,200
Netherlands,heweek.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,code-gmail.com,Technology and Software Development,solo,No,40,N/A,no_info,reachable,200
Germany,cdnripple.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
India,thishasearch.com,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
United Kingdom,lxintertrans.pro,Logistics and Transportation,1 to 5,No,60,N/A,unreachable,unreachable,SSL Error
India,letscampout.com,Other,1 to 5,No,95,Travel Agency,much_info,reachable,200
United States,sahlah.net,Education and e-learning,20 to 50,No,95,N/A,much_info,reachable,200
Lebanon,ds2pro.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,jordan-agro.com,Manufacturing and Industrial,20 to 50,No,95,N/A,much_info,reachable,200
Japan,hiratsuka.org,Other,1 to 5,No,50,Non-profit,unreachable,unreachable,500
United States,rungel.net,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
Bangladesh,wrenden.com,Professional Services,solo,No,50,N/A,unreachable,unreachable,Connection Error
Greece,baxima.com,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
Colombia,somosflash.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
Australia,ranagroup.com.au,Professional Services,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
United States,biodock.ai,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Singapore,theloudclan.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
United States,seanwich.com,Technology and Software Development,solo,No,50,N/A,no_info,reachable,200
Philippines,engageind.com,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
United States,student.sgate.k12.mi.us,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,Connection Error
India,svters.com,Technology and Software Development,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
Greece,andmilo.com,Technology and Software Development,solo,No,60,N/A,little_info,reachable,200
United Arab Emirates,allpaper.ae,E-commerce and Retail,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
United States,myweblaw.com,Professional Services,solo,No,60,Legal Services,unreachable,unreachable,Connection Error
United Arab Emirates,haashiralasad.com,Professional Services,solo,No,90,N/A,unreachable,unreachable,Connection Error
United States,tiofin.com,Financial Service,1 to 5,No,10,N/A,unreachable,unreachable,Connection Error
Belgium,savemaraidnad40ok.com,Other,1 to 5,No,40,Non-profit,no_info,reachable,200
Virgin Islands (British),valleydayschool.vg,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
United States,apps.district833.org,Education and e-learning,50 to 100,No,95,N/A,unreachable,unreachable,Connection Error
Australia,instaddr.win,Technology and Software Development,solo,Yes,75,N/A,little_info,reachable,200
Japan,pag.com,Financial Service,500+,No,100,N/A,much_info,reachable,200
India,engagebay.co,Technology and Software Development,100 to 200,No,95,N/A,much_info,reachable,200
Nigeria,bytebreeze.store,E-commerce and Retail,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
Viet Nam,8seneca.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
